supplier_id,name,lead_time_mean,lead_time_std,defect_rate,late_shipments_rate,financial_score,risk_label_numeric
S3739,Supplier U,8.52,4.48,0.043,0.217,0.78,0.255
S3740,Supplier V,4.61,1.52,0.038,0.189,0.834,0.187
S3741,Supplier W,7.14,2.25,0.079,0.235,0.758,0.27
S3742,Supplier X,12.09,4.52,0.136,0.1,0.786,0.279
S3743,Supplier Y,11.29,3.13,0.055,0.227,0.747,0.302
S3744,Supplier Z,10.67,3.88,0.101,0.095,0.416,0.36
S3745,Supplier A,6.02,5.05,0.109,0.189,1.0,0.179
S3746,Supplier B,9.27,2.31,0.119,0.189,0.42,0.39
S3747,Supplier C,2.0,2.9,0.089,0.024,0.637,0.174
S3748,Supplier D,10.71,2.73,0.066,0.103,0.463,0.336
S3749,Supplier E,15.72,1.05,0.145,0.024,0.458,0.388
S3750,Supplier F,4.1,2.69,0.096,0.249,0.876,0.216
S3751,Supplier G,7.66,3.88,0.112,0.048,0.656,0.244
S3752,Supplier H,11.32,3.54,0.058,0.145,0.881,0.23
S3753,Supplier I,15.01,3.62,0.104,0.202,0.564,0.403
S3754,Supplier J,8.21,2.62,0.046,0.066,0.554,0.261
S3755,Supplier K,7.23,2.34,0.044,0.132,0.551,0.277
S3756,Supplier L,2.12,4.27,0.11,0.16,0.77,0.198
S3757,Supplier M,10.41,2.5,0.083,0.057,0.889,0.193
S3758,Supplier N,18.17,3.29,0.106,0.199,0.671,0.402
S3759,Supplier O,11.11,3.16,0.048,0.089,0.628,0.277
S3760,Supplier P,9.91,4.46,0.094,0.069,0.984,0.169
S3761,Supplier Q,11.29,3.97,0.072,0.148,0.47,0.36
S3762,Supplier R,9.96,1.7,0.094,0.114,0.692,0.275
S3763,Supplier S,6.75,1.81,0.051,0.232,0.645,0.287
S3764,Supplier T,13.29,3.58,0.11,0.222,0.459,0.428
S3765,Supplier U,10.9,2.94,0.123,0.131,0.561,0.342
S3766,Supplier V,10.07,2.54,0.046,0.103,0.417,0.335
S3767,Supplier W,6.1,4.02,0.052,0.095,0.926,0.142
S3768,Supplier X,15.21,3.19,0.103,0.082,0.765,0.296
S3769,Supplier Y,12.66,3.05,0.107,0.145,0.889,0.261
S3770,Supplier Z,7.79,3.78,0.109,0.205,0.713,0.289
S3771,Supplier A,14.01,2.62,0.106,0.091,0.76,0.291
S3772,Supplier B,8.01,4.57,0.065,0.064,0.821,0.185
S3773,Supplier C,6.87,2.21,0.065,0.129,0.945,0.163
S3774,Supplier D,6.96,3.66,0.046,0.036,0.455,0.266
S3775,Supplier E,2.92,4.43,0.032,0.181,0.599,0.235
S3776,Supplier F,11.89,1.62,0.107,0.139,0.825,0.27
S3777,Supplier G,2.68,2.66,0.023,0.134,0.975,0.097
S3778,Supplier H,5.09,4.14,0.141,0.089,0.988,0.146
S3779,Supplier I,2.0,4.16,0.126,0.228,0.783,0.227
S3780,Supplier J,9.66,2.83,0.13,0.041,0.516,0.31
S3781,Supplier K,9.4,2.27,0.137,0.22,0.472,0.395
S3782,Supplier L,8.69,3.96,0.067,0.107,0.968,0.166
S3783,Supplier M,5.83,4.18,0.129,0.223,0.66,0.301
S3784,Supplier N,5.31,1.84,0.032,0.188,0.517,0.286
S3785,Supplier O,11.86,1.8,0.013,0.044,0.96,0.153
S3786,Supplier P,7.8,3.23,0.12,0.211,0.463,0.372
S3787,Supplier Q,11.27,3.63,0.02,0.177,0.838,0.24
S3788,Supplier R,6.46,2.7,0.148,0.027,0.775,0.202
S3789,Supplier S,10.72,3.68,0.104,0.051,0.453,0.334
S3790,Supplier T,15.21,2.29,0.115,0.166,0.603,0.384
S3791,Supplier U,12.34,0.89,0.044,0.172,0.49,0.363
S3792,Supplier V,8.35,2.58,0.104,0.192,0.763,0.273
S3793,Supplier W,11.03,3.06,0.016,0.186,0.686,0.285
S3794,Supplier X,9.04,2.72,0.127,0.172,0.403,0.389
S3795,Supplier Y,10.03,1.84,0.034,0.196,0.985,0.197
S3796,Supplier Z,8.7,1.18,0.108,0.152,0.61,0.308
S3797,Supplier A,9.34,2.49,0.041,0.08,0.555,0.276
S3798,Supplier B,10.85,3.9,0.02,0.23,0.533,0.348
S3799,Supplier C,6.03,4.26,0.077,0.024,0.495,0.252
S3800,Supplier D,5.94,4.19,0.034,0.104,0.999,0.115
S3801,Supplier E,4.45,2.18,0.112,0.188,0.577,0.291
S3802,Supplier F,3.6,1.85,0.043,0.118,0.643,0.208
S3803,Supplier G,5.13,3.5,0.058,0.026,0.923,0.108
S3804,Supplier H,10.64,3.64,0.089,0.035,0.785,0.221
S3805,Supplier I,6.43,3.4,0.05,0.169,0.621,0.266
S3806,Supplier J,12.05,0.99,0.063,0.242,0.939,0.261
S3807,Supplier K,10.14,2.13,0.124,0.147,0.85,0.255
S3808,Supplier L,2.13,2.97,0.035,0.137,0.537,0.229
S3809,Supplier M,12.62,3.49,0.022,0.093,0.786,0.236
S3810,Supplier N,13.24,3.77,0.056,0.079,0.953,0.2
S3811,Supplier O,6.02,3.14,0.069,0.025,0.698,0.189
S3812,Supplier P,11.68,3.33,0.086,0.083,0.84,0.232
S3813,Supplier Q,6.57,3.08,0.062,0.123,0.983,0.145
S3814,Supplier R,10.39,3.69,0.121,0.066,0.814,0.234
S3815,Supplier S,4.94,3.31,0.016,0.04,0.461,0.233
S3816,Supplier T,2.83,3.07,0.07,0.185,0.547,0.266
S3817,Supplier U,8.47,2.73,0.064,0.226,0.757,0.273
S3818,Supplier V,9.51,3.08,0.101,0.235,0.565,0.36
S3819,Supplier W,8.41,3.48,0.145,0.162,0.975,0.215
S3820,Supplier X,5.26,3.27,0.081,0.032,0.643,0.205
S3821,Supplier Y,8.4,3.38,0.148,0.19,0.674,0.317
S3822,Supplier Z,11.08,4.34,0.052,0.045,0.821,0.204
S3823,Supplier A,9.82,3.27,0.014,0.174,0.715,0.259
S3824,Supplier B,10.73,2.35,0.033,0.199,0.629,0.311
S3825,Supplier C,7.32,3.88,0.065,0.187,0.446,0.34
S3826,Supplier D,14.69,1.63,0.054,0.239,0.758,0.337
S3827,Supplier E,5.3,1.92,0.024,0.19,0.921,0.162
S3828,Supplier F,11.95,3.34,0.071,0.179,0.811,0.276
S3829,Supplier G,14.73,3.52,0.057,0.08,0.629,0.314
S3830,Supplier H,11.92,1.75,0.027,0.233,0.477,0.38
S3831,Supplier I,9.19,2.62,0.051,0.061,0.89,0.17
S3832,Supplier J,7.89,2.39,0.134,0.228,0.965,0.234
S3833,Supplier K,14.14,2.51,0.052,0.092,0.633,0.309
S3834,Supplier L,4.31,3.94,0.11,0.05,0.837,0.156
S3835,Supplier M,6.12,3.71,0.096,0.21,0.646,0.29
S3836,Supplier N,8.41,2.98,0.07,0.021,0.701,0.21
S3837,Supplier O,14.95,2.45,0.043,0.211,0.902,0.281
S3838,Supplier P,11.52,1.65,0.062,0.08,0.45,0.337
S3839,Supplier Q,6.13,4.42,0.093,0.223,0.718,0.272
S3840,Supplier R,8.76,3.59,0.059,0.179,0.529,0.324
S3841,Supplier S,7.54,2.29,0.04,0.173,0.604,0.28
S3842,Supplier T,7.16,3.72,0.026,0.104,0.787,0.188
S3843,Supplier U,13.92,2.93,0.133,0.034,0.416,0.381
S3844,Supplier V,4.51,2.71,0.072,0.211,0.756,0.231
S3845,Supplier W,16.44,3.44,0.098,0.059,0.57,0.356
S3846,Supplier X,13.31,2.26,0.079,0.106,0.802,0.266
S3847,Supplier Y,14.36,2.66,0.132,0.158,0.485,0.414
S3848,Supplier Z,8.15,3.12,0.087,0.131,0.841,0.216
S3849,Supplier A,9.4,2.5,0.077,0.066,0.787,0.215
S3850,Supplier B,4.27,3.67,0.139,0.052,0.983,0.125
S3851,Supplier C,7.9,4.87,0.111,0.048,0.947,0.159
S3852,Supplier D,11.97,2.25,0.026,0.218,0.57,0.346
S3853,Supplier E,15.18,1.33,0.035,0.027,0.416,0.352
S3854,Supplier F,5.57,1.0,0.12,0.245,0.793,0.264
S3855,Supplier G,8.54,2.85,0.127,0.066,0.762,0.234
S3856,Supplier H,9.39,2.34,0.086,0.045,0.416,0.322
S3857,Supplier I,4.42,3.21,0.088,0.153,0.474,0.298
S3858,Supplier J,12.37,3.13,0.098,0.038,0.751,0.253
S3859,Supplier K,7.1,1.4,0.071,0.159,0.947,0.179
S3860,Supplier L,9.22,1.19,0.105,0.216,0.944,0.237
S3861,Supplier M,8.19,3.3,0.025,0.031,0.491,0.257
S3862,Supplier N,6.84,3.14,0.145,0.204,0.631,0.319
S3863,Supplier O,9.97,2.57,0.115,0.111,0.426,0.362
S3864,Supplier P,9.14,1.34,0.098,0.057,0.682,0.249
S3865,Supplier Q,8.51,3.47,0.054,0.061,0.852,0.175
S3866,Supplier R,7.09,4.27,0.033,0.231,0.874,0.214
S3867,Supplier S,11.28,3.28,0.067,0.045,0.699,0.248
S3868,Supplier T,16.61,2.15,0.103,0.219,0.458,0.458
S3869,Supplier U,10.56,3.04,0.099,0.145,0.629,0.315
S3870,Supplier V,13.98,1.63,0.064,0.029,0.959,0.189
S3871,Supplier W,4.44,4.06,0.096,0.127,0.538,0.272
S3872,Supplier X,10.63,3.08,0.124,0.208,0.592,0.362
S3873,Supplier Y,5.61,1.23,0.014,0.187,0.848,0.182
S3874,Supplier Z,4.09,2.7,0.073,0.132,0.84,0.171
S3875,Supplier A,7.04,3.46,0.116,0.218,0.947,0.22
S3876,Supplier B,14.77,2.67,0.086,0.048,0.633,0.311
S3877,Supplier C,13.8,2.72,0.101,0.229,0.709,0.358
S3878,Supplier D,10.97,1.78,0.082,0.215,0.68,0.324
S3879,Supplier E,3.87,3.57,0.149,0.183,0.957,0.184
S3880,Supplier F,9.21,2.35,0.018,0.208,0.862,0.224
S3881,Supplier G,11.21,0.84,0.079,0.145,0.899,0.232
S3882,Supplier H,10.7,2.63,0.023,0.175,0.48,0.342
S3883,Supplier I,2.62,3.98,0.032,0.149,0.875,0.136
S3884,Supplier J,6.44,2.61,0.064,0.102,0.66,0.233
S3885,Supplier K,9.74,4.74,0.032,0.151,0.414,0.346
S3886,Supplier L,12.15,3.43,0.145,0.079,0.436,0.38
S3887,Supplier M,2.0,3.34,0.143,0.121,0.807,0.184
S3888,Supplier N,9.35,2.87,0.057,0.085,0.623,0.263
S3889,Supplier O,10.57,2.93,0.1,0.048,0.921,0.189
S3890,Supplier P,13.4,2.74,0.085,0.094,0.841,0.253
S3891,Supplier Q,12.77,2.7,0.124,0.216,0.413,0.44
S3892,Supplier R,12.33,3.53,0.098,0.108,0.812,0.262
S3893,Supplier S,6.8,2.06,0.01,0.192,0.515,0.294
S3894,Supplier T,2.37,1.92,0.117,0.06,0.654,0.198
S3895,Supplier U,8.43,1.88,0.115,0.118,0.775,0.245
S3896,Supplier V,14.01,5.05,0.081,0.046,0.924,0.214
S3897,Supplier W,15.57,3.53,0.136,0.052,0.674,0.329
S3898,Supplier X,12.84,3.3,0.137,0.162,0.885,0.283
S3899,Supplier Y,11.72,1.94,0.083,0.16,0.87,0.253
S3900,Supplier Z,11.52,3.62,0.095,0.069,0.649,0.286
S3901,Supplier A,7.78,2.88,0.15,0.129,0.701,0.279
S3902,Supplier B,9.48,3.21,0.052,0.219,0.82,0.257
S3903,Supplier C,16.68,2.02,0.055,0.06,0.419,0.387
S3904,Supplier D,6.23,3.16,0.036,0.024,0.934,0.106
S3905,Supplier E,16.46,2.58,0.135,0.17,0.862,0.328
S3906,Supplier F,8.71,2.23,0.114,0.032,0.55,0.281
S3907,Supplier G,15.3,3.73,0.025,0.245,0.989,0.264
S3908,Supplier H,4.37,1.46,0.147,0.16,0.508,0.315
S3909,Supplier I,12.34,3.56,0.112,0.128,0.948,0.235
S3910,Supplier J,7.05,3.68,0.129,0.119,0.595,0.291
S3911,Supplier K,4.34,2.12,0.017,0.152,0.858,0.153
S3912,Supplier L,10.87,2.18,0.081,0.041,0.674,0.255
S3913,Supplier M,14.04,2.78,0.108,0.234,0.842,0.324
S3914,Supplier N,6.62,3.28,0.086,0.164,0.493,0.318
S3915,Supplier O,4.0,2.85,0.103,0.062,0.562,0.238
S3916,Supplier P,9.63,3.43,0.125,0.149,0.46,0.368
S3917,Supplier Q,9.65,4.76,0.062,0.051,0.919,0.166
S3918,Supplier R,12.19,2.49,0.129,0.024,0.578,0.31
S3919,Supplier S,13.8,1.28,0.033,0.165,0.817,0.272
S3920,Supplier T,9.76,3.83,0.048,0.169,0.892,0.217
S3921,Supplier U,17.42,4.68,0.016,0.154,0.941,0.26
S3922,Supplier V,10.9,3.39,0.061,0.062,0.464,0.319
S3923,Supplier W,8.61,1.91,0.063,0.159,0.936,0.194
S3924,Supplier X,3.55,2.88,0.123,0.033,0.518,0.242
S3925,Supplier Y,8.95,1.88,0.101,0.16,0.842,0.241
S3926,Supplier Z,8.65,3.64,0.071,0.147,0.837,0.223
S3927,Supplier A,13.84,1.65,0.101,0.171,0.405,0.426
S3928,Supplier B,11.85,2.7,0.017,0.226,0.532,0.356
S3929,Supplier C,5.28,2.0,0.035,0.216,0.695,0.245
S3930,Supplier D,10.69,3.13,0.098,0.246,0.652,0.349
S3931,Supplier E,12.69,2.63,0.1,0.245,0.951,0.279
S3932,Supplier F,16.11,3.18,0.118,0.198,0.616,0.403
S3933,Supplier G,13.55,3.02,0.066,0.24,0.962,0.269
S3934,Supplier H,13.04,2.01,0.111,0.219,0.676,0.36
S3935,Supplier I,10.24,3.63,0.106,0.187,0.979,0.226
S3936,Supplier J,11.55,2.95,0.145,0.037,0.842,0.236
S3937,Supplier K,15.0,2.01,0.04,0.031,0.898,0.209
S3938,Supplier L,4.67,5.24,0.087,0.213,0.463,0.328
S3939,Supplier M,8.6,3.48,0.094,0.133,0.752,0.251
S3940,Supplier N,6.91,2.85,0.15,0.207,0.486,0.366
S3941,Supplier O,11.52,4.42,0.038,0.092,0.579,0.294
S3942,Supplier P,14.92,4.84,0.083,0.111,0.774,0.295
S3943,Supplier Q,7.61,2.85,0.058,0.181,0.836,0.221
S3944,Supplier R,2.0,3.35,0.084,0.231,0.424,0.319
S3945,Supplier S,8.35,2.01,0.042,0.04,0.719,0.201
S3946,Supplier T,13.65,2.85,0.017,0.218,0.739,0.309
S3947,Supplier U,12.15,2.8,0.09,0.202,0.447,0.404
S3948,Supplier V,11.71,3.18,0.057,0.093,0.7,0.267
S3949,Supplier W,8.88,3.33,0.035,0.102,0.828,0.195
S3950,Supplier X,4.88,3.56,0.055,0.031,0.432,0.254
S3951,Supplier Y,12.06,3.24,0.017,0.024,0.856,0.18
S3952,Supplier Z,6.66,1.79,0.143,0.13,0.746,0.252
S3953,Supplier A,18.74,2.06,0.091,0.042,0.9,0.271
S3954,Supplier B,12.28,2.45,0.124,0.065,0.531,0.339
S3955,Supplier C,7.68,2.72,0.069,0.215,0.9,0.22
S3956,Supplier D,7.55,4.05,0.136,0.151,0.457,0.354
S3957,Supplier E,9.63,1.84,0.078,0.166,0.642,0.301
S3958,Supplier F,9.04,2.64,0.09,0.063,0.52,0.296
S3959,Supplier G,14.47,3.95,0.079,0.211,0.926,0.283
S3960,Supplier H,10.75,2.7,0.113,0.22,0.823,0.293
S3961,Supplier I,7.07,3.46,0.089,0.14,0.415,0.338
S3962,Supplier J,17.56,2.86,0.048,0.23,0.406,0.465
S3963,Supplier K,10.2,3.26,0.03,0.214,0.575,0.327
S3964,Supplier L,13.08,2.77,0.095,0.188,0.486,0.398
S3965,Supplier M,7.57,3.67,0.078,0.189,0.778,0.249
S3966,Supplier N,11.45,1.45,0.023,0.044,0.798,0.202
S3967,Supplier O,11.24,2.64,0.065,0.082,0.965,0.182
S3968,Supplier P,2.44,3.3,0.082,0.035,0.971,0.08
S3969,Supplier Q,18.06,3.53,0.126,0.022,0.795,0.301
S3970,Supplier R,15.16,4.49,0.021,0.056,0.403,0.361
S3971,Supplier S,8.41,2.61,0.059,0.223,0.615,0.312
S3972,Supplier T,5.59,4.48,0.125,0.075,0.708,0.224
S3973,Supplier U,11.39,2.34,0.101,0.243,0.7,0.342
S3974,Supplier V,10.35,4.33,0.051,0.157,0.762,0.258
S3975,Supplier W,11.42,3.82,0.128,0.075,0.976,0.202
S3976,Supplier X,10.77,2.09,0.079,0.134,0.931,0.214
S3977,Supplier Y,12.02,3.31,0.08,0.07,0.465,0.341
S3978,Supplier Z,15.79,2.95,0.147,0.246,0.56,0.447
S3979,Supplier A,12.27,3.63,0.143,0.215,0.9,0.296
S3980,Supplier B,5.8,2.78,0.06,0.026,0.895,0.124
S3981,Supplier C,15.45,2.69,0.03,0.238,0.565,0.392
S3982,Supplier D,16.56,4.37,0.056,0.186,0.838,0.311
S3983,Supplier E,22.61,2.9,0.014,0.039,0.803,0.306
S3984,Supplier F,5.51,3.83,0.013,0.174,0.684,0.225
S3985,Supplier G,10.97,2.77,0.065,0.169,0.521,0.347
S3986,Supplier H,2.0,4.67,0.142,0.07,0.933,0.125
S3987,Supplier I,12.21,2.32,0.132,0.194,0.807,0.311
S3988,Supplier J,7.81,2.39,0.082,0.04,0.501,0.276
S3989,Supplier K,17.69,4.52,0.089,0.133,0.823,0.319
S3990,Supplier L,6.9,2.56,0.011,0.022,0.845,0.129
S3991,Supplier M,3.24,4.6,0.04,0.243,0.932,0.166
S3992,Supplier N,8.11,3.89,0.013,0.193,0.534,0.304
S3993,Supplier O,2.1,2.85,0.116,0.057,0.993,0.092
S3994,Supplier P,13.0,1.19,0.03,0.099,0.492,0.334
S3995,Supplier Q,2.0,2.98,0.132,0.057,0.76,0.167
S3996,Supplier R,10.11,3.1,0.1,0.196,0.794,0.281
S3997,Supplier S,2.0,4.17,0.042,0.034,0.651,0.155
S3998,Supplier T,8.72,4.59,0.032,0.213,0.685,0.28
S3999,Supplier U,16.57,2.32,0.098,0.237,0.935,0.319
S4000,Supplier V,11.44,3.8,0.136,0.176,0.787,0.303
S4001,Supplier W,6.55,3.77,0.111,0.069,0.698,0.228
S4002,Supplier X,9.88,4.07,0.059,0.103,0.477,0.32
S4003,Supplier Y,10.07,3.5,0.092,0.13,0.404,0.368
S4004,Supplier Z,11.89,1.06,0.054,0.159,0.475,0.361
S4005,Supplier A,4.53,2.84,0.15,0.174,0.974,0.183
S4006,Supplier B,12.37,1.84,0.115,0.147,0.858,0.271
S4007,Supplier C,2.0,2.8,0.096,0.101,0.98,0.105
S4008,Supplier D,7.48,3.98,0.069,0.225,0.421,0.366
S4009,Supplier E,8.05,3.31,0.097,0.039,0.808,0.192
S4010,Supplier F,12.53,4.15,0.058,0.127,0.427,0.371
S4011,Supplier G,10.09,3.34,0.014,0.198,0.869,0.225
S4012,Supplier H,4.38,1.7,0.065,0.034,0.629,0.195
S4013,Supplier I,6.06,0.5,0.14,0.182,0.457,0.352
S4014,Supplier J,10.79,3.15,0.098,0.209,0.741,0.308
S4015,Supplier K,9.68,2.79,0.022,0.172,0.568,0.304
S4016,Supplier L,7.68,2.02,0.134,0.023,0.796,0.201
S4017,Supplier M,8.08,1.3,0.048,0.061,0.795,0.186
S4018,Supplier N,12.78,2.27,0.044,0.099,0.823,0.238
S4019,Supplier O,7.93,2.81,0.052,0.074,0.995,0.131
S4020,Supplier P,9.65,3.67,0.091,0.241,0.632,0.34
S4021,Supplier Q,18.68,3.19,0.086,0.17,0.679,0.385
S4022,Supplier R,4.31,4.61,0.079,0.088,0.883,0.145
S4023,Supplier S,2.59,1.96,0.11,0.234,0.747,0.24
S4024,Supplier T,13.13,3.88,0.054,0.19,0.422,0.402
S4025,Supplier U,7.29,3.05,0.119,0.085,0.906,0.183
S4026,Supplier V,8.73,3.69,0.035,0.107,0.431,0.315
S4027,Supplier W,6.88,2.56,0.12,0.066,0.502,0.292
S4028,Supplier X,8.96,4.07,0.103,0.243,0.461,0.39
S4029,Supplier Y,16.39,3.3,0.106,0.139,0.447,0.428
S4030,Supplier Z,13.21,2.32,0.077,0.226,0.415,0.429
S4031,Supplier A,13.45,2.99,0.103,0.1,0.433,0.386
S4032,Supplier B,4.34,2.76,0.021,0.218,0.665,0.239
S4033,Supplier C,5.4,3.49,0.129,0.032,0.552,0.253
S4034,Supplier D,2.0,1.82,0.018,0.246,0.476,0.283
S4035,Supplier E,6.76,2.97,0.031,0.23,0.795,0.233
S4036,Supplier F,13.83,3.4,0.091,0.104,0.536,0.355
S4037,Supplier G,12.07,3.03,0.114,0.198,0.411,0.422
S4038,Supplier H,9.11,4.35,0.021,0.193,0.651,0.281
S4039,Supplier I,9.91,3.77,0.139,0.227,0.586,0.37
S4040,Supplier J,7.24,2.99,0.146,0.091,0.591,0.29
S4041,Supplier K,10.82,3.22,0.095,0.127,0.667,0.297
S4042,Supplier L,13.06,3.3,0.077,0.219,0.801,0.309
S4043,Supplier M,3.54,3.4,0.114,0.199,0.77,0.23
S4044,Supplier N,11.2,1.17,0.056,0.11,0.962,0.19
S4045,Supplier O,13.73,2.7,0.079,0.215,0.711,0.342
S4046,Supplier P,8.34,1.52,0.138,0.031,0.684,0.246
S4047,Supplier Q,12.8,4.28,0.144,0.2,0.528,0.407
S4048,Supplier R,21.26,2.94,0.14,0.068,0.853,0.34
S4049,Supplier S,9.58,2.81,0.047,0.086,0.484,0.304
S4050,Supplier T,11.57,3.9,0.043,0.133,0.695,0.278
S4051,Supplier U,7.05,3.42,0.052,0.123,0.653,0.245
S4052,Supplier V,10.73,1.87,0.072,0.14,0.795,0.253
S4053,Supplier W,11.84,2.93,0.054,0.145,0.951,0.213
S4054,Supplier X,10.78,2.66,0.062,0.096,0.968,0.181
S4055,Supplier Y,5.92,1.26,0.097,0.06,0.501,0.272
S4056,Supplier Z,10.83,2.31,0.117,0.197,0.557,0.367
S4057,Supplier A,15.85,2.82,0.113,0.112,0.887,0.282
S4058,Supplier B,11.79,2.89,0.124,0.136,0.711,0.309
S4059,Supplier C,13.85,1.52,0.015,0.168,0.672,0.31
S4060,Supplier D,9.05,4.15,0.017,0.229,0.826,0.241
S4061,Supplier E,13.0,2.9,0.121,0.183,0.761,0.323
S4062,Supplier F,11.12,3.04,0.085,0.03,0.982,0.162
S4063,Supplier G,6.2,3.4,0.091,0.213,0.75,0.258
S4064,Supplier H,11.27,2.21,0.017,0.248,0.68,0.315
S4065,Supplier I,6.03,3.46,0.046,0.129,0.726,0.212
S4066,Supplier J,7.47,2.63,0.099,0.243,0.885,0.246
S4067,Supplier K,10.76,2.1,0.13,0.146,0.768,0.288
S4068,Supplier L,11.19,3.57,0.138,0.126,0.788,0.281
S4069,Supplier M,5.24,4.49,0.08,0.096,0.983,0.128
S4070,Supplier N,14.22,3.72,0.086,0.171,0.771,0.314
S4071,Supplier O,12.29,3.92,0.127,0.073,0.628,0.314
S4072,Supplier P,7.18,2.48,0.085,0.044,0.815,0.179
S4073,Supplier Q,3.85,1.4,0.082,0.026,0.796,0.143
S4074,Supplier R,9.42,4.49,0.137,0.087,0.408,0.361
S4075,Supplier S,8.22,5.05,0.121,0.111,0.68,0.271
S4076,Supplier T,10.45,4.54,0.137,0.147,0.846,0.265
S4077,Supplier U,8.55,2.66,0.041,0.087,0.699,0.227
S4078,Supplier V,2.0,1.85,0.083,0.246,0.868,0.192
S4079,Supplier W,8.45,1.93,0.128,0.087,0.671,0.269
S4080,Supplier X,8.78,1.32,0.026,0.121,0.99,0.15
S4081,Supplier Y,12.53,2.89,0.121,0.044,0.576,0.319
S4082,Supplier Z,7.21,4.61,0.036,0.08,0.455,0.282
S4083,Supplier A,16.71,2.86,0.123,0.031,0.658,0.331
S4084,Supplier B,2.35,3.3,0.096,0.149,0.725,0.204
S4085,Supplier C,15.24,4.38,0.037,0.193,0.609,0.362
S4086,Supplier D,9.1,2.6,0.076,0.065,0.545,0.284
S4087,Supplier E,13.44,5.04,0.105,0.105,0.803,0.277
S4088,Supplier F,10.32,4.99,0.099,0.024,0.626,0.264
S4089,Supplier G,14.56,2.87,0.07,0.213,0.779,0.325
S4090,Supplier H,8.45,2.42,0.136,0.199,0.867,0.258
S4091,Supplier I,5.61,3.7,0.083,0.035,0.857,0.146
S4092,Supplier J,15.68,2.65,0.081,0.104,0.625,0.343
S4093,Supplier K,9.55,1.84,0.019,0.24,0.741,0.277
S4094,Supplier L,10.89,4.28,0.139,0.11,0.67,0.308
S4095,Supplier M,14.94,4.22,0.035,0.141,0.922,0.243
S4096,Supplier N,5.87,3.16,0.084,0.102,0.927,0.155
S4097,Supplier O,12.38,1.74,0.122,0.157,0.606,0.354
S4098,Supplier P,7.64,1.77,0.04,0.245,0.455,0.354
S4099,Supplier Q,9.47,3.11,0.084,0.249,0.501,0.378
S4100,Supplier R,10.29,2.5,0.044,0.198,0.62,0.314
S4101,Supplier S,4.0,2.66,0.116,0.113,0.739,0.21
S4102,Supplier T,6.88,4.02,0.089,0.134,0.794,0.22
S4103,Supplier U,15.4,3.73,0.13,0.102,0.599,0.367
S4104,Supplier V,13.54,4.38,0.135,0.247,0.8,0.348
S4105,Supplier W,9.75,2.01,0.101,0.183,0.963,0.222
S4106,Supplier X,10.97,2.66,0.112,0.123,0.791,0.266
S4107,Supplier Y,8.82,3.76,0.087,0.023,0.495,0.284
S4108,Supplier Z,15.43,3.45,0.064,0.14,0.748,0.311
S4109,Supplier A,9.2,4.53,0.101,0.246,0.725,0.313
S4110,Supplier B,10.93,3.42,0.137,0.14,0.922,0.244
S4111,Supplier C,14.58,4.85,0.068,0.062,0.61,0.315
S4112,Supplier D,6.89,3.54,0.054,0.025,0.654,0.204
S4113,Supplier E,16.24,4.06,0.064,0.102,0.759,0.301
S4114,Supplier F,3.88,2.68,0.071,0.231,0.715,0.245
S4115,Supplier G,16.52,3.01,0.02,0.249,0.831,0.324
S4116,Supplier H,8.51,3.91,0.08,0.237,0.424,0.385
S4117,Supplier I,9.03,4.61,0.079,0.188,0.738,0.276
S4118,Supplier J,2.44,3.73,0.092,0.148,0.473,0.279
S4119,Supplier K,8.18,2.92,0.061,0.156,0.589,0.292
S4120,Supplier L,5.84,4.38,0.096,0.144,0.797,0.215
S4121,Supplier M,7.57,0.81,0.133,0.183,0.494,0.354
S4122,Supplier N,9.45,1.58,0.144,0.116,0.585,0.323
S4123,Supplier O,13.83,3.68,0.092,0.174,0.822,0.298
S4124,Supplier P,10.83,3.01,0.016,0.048,0.79,0.197
S4125,Supplier Q,11.23,3.61,0.146,0.081,0.455,0.367
S4126,Supplier R,5.62,3.06,0.109,0.212,0.746,0.261
S4127,Supplier S,6.48,3.57,0.057,0.228,0.488,0.332
S4128,Supplier T,17.19,2.19,0.031,0.144,0.551,0.376
S4129,Supplier U,7.06,3.57,0.03,0.027,0.676,0.191
S4130,Supplier V,16.62,3.99,0.033,0.233,0.466,0.433
S4131,Supplier W,9.03,4.22,0.016,0.181,0.996,0.171
S4132,Supplier X,10.01,5.01,0.136,0.115,0.499,0.351
S4133,Supplier Y,14.28,3.24,0.086,0.158,0.869,0.28
S4134,Supplier Z,15.09,3.27,0.108,0.119,0.898,0.272
S4135,Supplier A,9.56,1.48,0.126,0.127,0.997,0.198
S4136,Supplier B,8.45,2.47,0.121,0.224,0.657,0.325
S4137,Supplier C,9.78,2.81,0.134,0.057,0.924,0.197
S4138,Supplier D,11.35,4.05,0.145,0.044,0.975,0.197
S4139,Supplier E,13.57,2.39,0.071,0.021,0.504,0.321
S4140,Supplier F,10.02,3.8,0.143,0.092,0.688,0.288
S4141,Supplier G,12.48,3.0,0.111,0.054,0.436,0.36
S4142,Supplier H,16.55,2.82,0.02,0.071,0.772,0.27
S4143,Supplier I,11.53,3.25,0.105,0.023,0.749,0.242
S4144,Supplier J,11.25,2.61,0.106,0.072,0.522,0.327
S4145,Supplier K,3.92,2.57,0.137,0.097,0.879,0.169
S4146,Supplier L,2.0,1.3,0.062,0.027,0.422,0.229
